,Thrust,Torque
0,0.14469749998726764,-3.323587768021587e-13
1,0.14469750000139397,9.185508792222524e-13
2,0.14469750000148715,-9.830413910669987e-13
3,0.144697500001495,6.61912368235563e-13
4,0.1446975000014394,-4.4416581260843793e-13
5,0.14469750000134315,2.9807212382725436e-13
6,0.14469750000121118,-1.9999657461652595e-13
7,0.14469750000107026,1.3422901051100152e-13
8,0.1446975000009208,-9.004772430697962e-14
9,0.14469750000076959,6.045227862356778e-14
10,0.14469750000062725,-4.0537638039514137e-14
11,0.14469750000050519,2.7231330696595925e-14
12,0.1446975000003911,-1.8243188818388436e-14
13,0.14469750000029435,1.2272738223709657e-14
14,0.14469750000020515,-8.203780332953642e-15
15,0.14469750000013276,5.537222034562362e-15
16,0.14469750000007073,-3.683443600851749e-15
17,0.14469750000002707,2.504552684615744e-15
18,0.14469749999999829,-1.6479351716900862e-15
19,0.14469749999997544,1.1386104207943396e-15
20,0.14469749999996093,-7.312814601568852e-16
21,0.14469749999994316,5.232606417619039e-16
22,0.14469749999993586,-3.1877859466142473e-16
23,0.14469749999992917,2.4606214860971776e-16
24,0.14469749999993287,-1.3378462775530924e-16
25,0.144697499999942,1.210759380562302e-16
26,0.1446974999999427,-5.074739370089877e-17
27,0.1446974999999506,6.411817239997207e-17
28,0.14469749999995865,-1.3781907978014926e-17
29,0.14469749999996204,3.805122773435144e-17
30,0.14469749999996864,2.538133434218219e-18
31,0.1446974999999762,2.549194050182434e-17
32,0.14469749999998519,9.509343332155072e-18
33,0.14469749999998896,1.9357454802946537e-17
34,0.14469749999999257,1.2030238225013119e-17
35,0.14469749999999296,1.607674742366876e-17
36,0.14469749999999457,1.245563669841041e-17
37,0.1446974999999951,1.426052531157998e-17
38,0.14469749999999545,1.1974574567871822e-17
39,0.1446974999999986,1.2922717807410368e-17
40,0.14469749999999698,1.1284061450151309e-17
41,0.1446974999999995,1.1647501069680703e-17
42,0.14469749999999873,1.053283615805893e-17
43,0.14469749999999956,1.0484836116737966e-17
44,0.14469749999999973,9.749900684263376e-18
45,0.14469749999999984,9.257517455500287e-18
46,0.1446974999999999,9.098739400180879e-18
47,0.14469749999999987,8.181127049560508e-18
48,0.14469749999999987,8.229829565232593e-18
49,0.14469749999999992,7.258920635408148e-18
50,0.14469749999999995,7.285824852344717e-18
51,0.1446974999999999,6.5587702911176556e-18
52,0.1446974999999999,6.548899224952595e-18
53,0.14469749999999995,5.670178354248273e-18
54,0.14469749999999998,5.501635275076653e-18
55,0.14469749999999992,5.3783278381973964e-18
56,0.14469749999999992,4.708582074946623e-18
57,0.14469749999999995,4.415757857334397e-18
58,0.1446974999999999,4.0679029101462806e-18
59,0.1446974999999999,3.956467181468581e-18
60,0.14469749999999995,3.2201833208786717e-18
61,0.14469749999999998,3.673347197720021e-18
62,0.14469749999999992,2.3766686217245455e-18
63,0.14469749999999992,3.1772351086645437e-18
64,0.14469749999999995,1.9387620547869115e-18
65,0.1446975,2.5935435273313746e-18
66,0.14469749999999992,1.6108034536432681e-18
67,0.14469749999999995,2.0079564447373948e-18
68,0.14469749999999998,1.4656392190794465e-18
69,0.1446975,9.187438230080439e-19
70,0.14469749999999992,1.840394378628217e-18
71,0.14469749999999995,2.382057534822515e-19
72,0.14469749999999998,1.1964402640889372e-18
73,0.14469750000000003,5.095548873140681e-19
74,0.14469749999999995,5.282197013072656e-19
75,0.14469749999999995,3.3473926730126496e-19
76,0.14469749999999998,1.8705369823220815e-19
77,0.14469750000000003,1.7522637421286133e-19
78,0.14469749999999995,3.677319224934282e-21
79,0.14469749999999998,-1.1460457498107137e-19
80,0.1446975,-2.1695331675420153e-19
81,0.14469750000000003,-2.2129227044839946e-19
82,0.14469749999999995,-3.5083551072755006e-19
83,0.14469749999999998,-4.493175159133824e-19
84,0.1446975,-4.964291063237479e-19
85,0.14469750000000003,-3.861066363437935e-19
86,0.14469749999999995,-8.420457949789716e-19
87,0.14469749999999995,-5.008550993722433e-19
88,0.1446975,-6.752820712935948e-19
89,0.14469750000000003,-8.120059982374738e-19
90,0.14469749999999995,-5.982927568280759e-19
91,0.14469749999999998,-1.0389583944555861e-18
92,0.1446975,-4.0874907035860192e-19
93,0.14469750000000003,-1.1559222693043066e-18
94,0.14469749999999995,-5.685365343628546e-19
95,0.14469749999999998,-1.1737288446277078e-18
96,0.1446975,-4.662604302507711e-19
97,0.14469750000000003,-1.247288369217177e-18
98,0.14469749999999995,-3.5736575756223353e-19
99,0.14469749999999998,-1.349181197782843e-18
100,0.1446975,-4.1250106871849102e-19
101,0.14469749996467784,5.733655334613889e-13
102,0.14469749903643284,1.5790199277592595e-11
103,0.14469749602444035,7.907900990943065e-11
104,0.14469749215373773,2.0853468793155015e-10
105,0.1446974780764654,3.683399874165384e-10
106,0.14469745015131938,6.693300555074468e-10
107,0.14469740547763096,1.0574422717190137e-09
108,0.14469734650168556,1.6274541261422273e-09
109,0.1446972829529629,2.382455812220324e-09
110,0.14469723019388264,3.354021566916865e-09
111,0.14469721170081892,4.5913513068943625e-09
112,0.14469725243319403,6.066956019142557e-09
113,0.14469737077612077,7.453011542160275e-09
114,0.14469813110105584,3.243227494376237e-08
115,0.14469800066181188,-2.6537023981526882e-08
116,0.1446978821083683,3.830446359787068e-08
117,0.1446977794310405,-1.0704452987916794e-08
118,0.1446976934670993,2.6256802607487118e-08
119,0.1446976224697795,-4.131414158821965e-09
120,0.1446975657216351,1.520498072014123e-08
121,0.1446975212202177,-2.4274198886523846e-09
122,0.1446974876865104,1.030934804899962e-08
123,0.144697466528655,-5.870258777944085e-09
124,0.1446974494077723,-1.7594408370082323e-08
125,0.1446974391517645,-1.4040425384861257e-09
126,0.14469743427438714,-2.933940280823179e-08
127,0.1446974335276732,9.656040624667644e-09
128,0.14469743574659003,-1.3387012723668974e-08
129,0.1446974401880916,-1.1537461126193695e-07
130,0.14469744573249024,1.287810192644025e-07
131,0.14469745171648768,-9.942567317504885e-08
