,y,z,phi,vy,vz,phi_dot
197,9.97711582690629e-06,0.8163930308762183,-3.8524425118881875e-05,0.0001032571534578499,-0.0002569037887913069,0.002184604631065992
198,1.102749250971608e-05,0.816390787193807,-4.687952499356374e-05,0.00010695487959962418,-0.00019183269890239092,-0.003855624606002358
199,1.21235882241456e-05,0.8163893511975052,-5.146006505308892e-05,0.00011233922876075988,-9.536656540270918e-05,0.002939516594097325
200,1.3269331990810962e-05,0.8163891045675908,-4.5113882538656494e-05,0.00011670561492227484,4.604058726352023e-05,-0.0016702800912108435
201,1.4460575389708055e-05,0.816390519006313,-5.30219303604402e-05,0.00012167261292360449,0.00023684715070830382,8.867052685410548e-05
202,1.5704421928721397e-05,0.8163941773141297,-6.665509624954843e-05,0.00012732018329305423,0.0004948143995900948,-0.0028153037046757417
203,1.70139089892283e-05,0.8164013046638976,-8.046422350147595e-05,0.00013480401113653232,0.0009306555369970438,5.3478254290243e-05
204,1.840412856388827e-05,0.8164145333725933,-0.00011007741841241794,0.0001437279511149801,0.001715086157132437,-0.005976117236478619
205,1.9912241869058912e-05,0.8164385090509187,-0.0002444295626700304,0.0001601219317602853,0.00308004912981185,-0.020894311615043785
206,2.167721094742346e-05,0.8164801856657254,-0.0005285128164090676,0.00019761963584199901,0.005255272032348252,-0.03592233913276348
207,2.3992296480070895e-05,0.8165490595559888,-0.0010101498004077038,0.00027353426416506675,0.008519499860040932,-0.06040505766696348
208,2.736559523614765e-05,0.8166573009011131,-0.0017987335749231313,0.00041462462837999153,0.013128750455148988,-0.09731169723612156
209,3.264013432793288e-05,0.8168194811703653,-0.0030171818416983394,0.0006614595164448227,0.01930725292300946,-0.14637795611891932
210,4.11394437863821e-05,0.8170523775674995,-0.0047735796406431505,0.0010694509951786313,0.027271906465557483,-0.20490160367004173
211,5.481033378952272e-05,0.8173749635110029,-0.007131187832733427,0.0017071926847560715,0.037245030770626304,-0.26662003474801194
212,7.634666616502319e-05,0.8178079048905641,-0.010291800934043404,0.002658122505278556,0.04934274230798125,-0.36550258551398085
213,0.0001094382708429211,0.8183729383037207,-0.014375589242845986,0.004036715180277722,0.0636629998224776,-0.4512550762465331
214,0.00015896625117122994,0.8190926331400358,-0.01943179724431272,0.00596554826570069,0.08027433850601699,-0.5599865240468107
215,0.00023114018417200313,0.819989992634882,-0.025590453385468268,0.008589353171762138,0.09919486280156363,-0.6717447041842951
216,0.00033370642459213296,0.8210883355168715,-0.03288131997969063,0.012068952280315357,0.1204694798318367,-0.7864286146601718
217,0.00047605715552063126,0.8224105062052437,-0.04140913472964679,0.016574008245368463,0.14395824714319377,-0.9191343353310523
218,0.000669398077768021,0.8239783989602183,-0.05120416564781284,0.022296203083045082,0.1696109541934119,-1.039871848302153
219,0.0009268419180224932,0.8258128278078005,-0.06226607635257179,0.029424405378339923,0.19726166312301985,-1.1725102926496325
220,0.0012634309882267783,0.8279329379274062,-0.07459435537946757,0.03815555044642779,0.22674241021265631,-1.2931455127295157
221,0.0016961677324531647,0.8303562895523919,-0.08816100049376373,0.04868407285727559,0.2579040962134594,-1.420183510129706
222,0.0022439576247414907,0.833098516956652,-0.10281529279705111,0.06119314158463633,0.2905108229748571,-1.5106749505277621
223,0.002927401110394514,0.8361730598728074,-0.11846379555422298,0.07583968890252829,0.3243595482484925,-1.6190256009066013
224,0.0037685750114906467,0.8395907171526167,-0.13501408189998135,0.09276158602614976,0.35912522166308986,-1.6910316682450697
225,0.004790903896550094,0.8433600998859252,-0.15231574611847437,0.11208964473078578,0.39469558006702127,-1.7693011754535153
226,0.006018934262532887,0.8474879393994165,-0.1701547326593144,0.13391546383815056,0.43080742665488253,-1.7984961327144864
227,0.007478138678828745,0.8519799060918315,-0.18823995899717771,0.15833175062435476,0.46751231303197893,-1.8185491348581608
228,0.009193819192355108,0.8568370966363215,-0.20653021556521306,0.18521415166146948,0.5038438448782108,-1.839502178748907
229,0.011190746962662347,0.8620556041327911,-0.2248602429194943,0.21458084930406335,0.5397679402923194,-1.8265032921073152
230,0.0134936346193672,0.8676310205304367,-0.24267543360405622,0.2463932321880332,0.5752208933516282,-1.7365348448050657
231,0.01612639939859182,0.873558287744433,-0.259838684319206,0.2805402188942278,0.6101348752122276,-1.6961152982248824
232,0.019111762463054446,0.8798312583913114,-0.2761455379656607,0.3168920355919274,0.6443604721206957,-1.5652554310660505
233,0.022470992937520737,0.886443015578433,-0.29128825660546515,0.3552862789722938,0.6778940773543537,-1.4632882968948056
234,0.026223637048428415,0.8933864886844995,-0.30512187140317676,0.39554438398203556,0.7107077404600868,-1.3034346626474977
235,0.03038729250549597,0.9006545800096747,-0.3172944482919889,0.4374508939593555,0.7428255211736204,-1.1310807151149083
236,0.03497663807334658,0.9082386670416246,-0.3276448618723202,0.48064108966333313,0.773917393288041,-0.9390020009513719
237,0.04000327362940456,0.9161290265899208,-0.33599494608341685,0.5248645446860307,0.8040929837474341,-0.7310148412679561
238,0.04547593518441239,0.9243162971167189,-0.34217505660219916,0.5697989137512047,0.8333148482348871,-0.5050072624884997
239,0.05140011509298834,0.932791013944385,-0.346023371830473,0.6151181316147961,0.8615994566796107,-0.26465578316625116
240,0.05777806989036512,0.9415441842576178,-0.3474235497150996,0.6605021215271265,0.8890240174574602,-0.01537979375905999
241,0.06460883585152805,0.9505676483301109,-0.3463100656689645,0.705627918223419,0.9156771695610786,0.2380766029860824
242,0.07188826922470946,0.9598542825931632,-0.34265399797433965,0.7501831346304181,0.9416768261074175,0.49313693593886754
243,0.0796091257419596,0.9693981585643181,-0.33644825347616863,0.7938603609987772,0.9671435322455814,0.7480119636953477
244,0.08776117591611934,0.9791947180774093,-0.3277144691477442,0.8363703540859361,0.9922302343163357,0.9987449019895386
245,0.09633132956186255,0.9892408805794708,-0.3165270686871486,0.8774311226378901,1.0170788084599627,1.2387351901295787
246,0.10530378575458205,0.9995350720417936,-0.30299275502283224,0.9167829493916683,1.0418482297435814,1.4681275427336962
247,0.11466021773147153,1.0100772809574436,-0.2872273745031818,0.9541803955328836,1.066691794607071,1.684948561196398
248,0.12437993915012077,1.0208690714734645,-0.26939406735936516,0.9893977640799249,1.0917709588303184,1.8817128675668895
249,0.13444009045647484,1.0319135332325373,-0.24972801217709176,1.0222275053601344,1.1172289760079122,2.0514981688877834
250,0.14481587662392417,1.043215173243931,-0.22851633653027584,1.0524910729509798,1.1432059968624046,2.190836960475387
251,0.15548081005698614,1.054779708927968,-0.20586715617887746,1.0800248825983148,1.1698050539553564,2.3389991098042717
252,0.16640676707568502,1.0666138804370484,-0.18196248456141823,1.1046668163165152,1.1971274078718959,2.4419352136875534
253,0.17756416949053389,1.0787254027886837,-0.1573414475639065,1.1262956401629365,1.2252658103985752,2.482272185814772
254,0.1889224489721733,1.0911225699036269,-0.13211786358502814,1.1448260142163154,1.2542454995463865,2.5624446099608855
255,0.20045013452350358,1.103814000957493,-0.10646129260118824,1.1601639173585137,1.2841062971079775,2.568869586807076
256,0.2121150067603457,1.1168083967909521,-0.08077914085836173,1.1722591352564509,1.314824642263784,2.5675607617582106
257,0.2238844918746822,1.1301141642169465,-0.0552116839549264,1.1810854466054603,1.3463664583839416,2.5459306189288418
258,0.23572585636390717,1.1437392606178922,-0.029992487411962043,1.1866393077578732,1.3786761748131535,2.4979086896640164
259,0.24760648438974014,1.157690919713111,-0.005313470567252592,1.188947100964664,1.4116651474581594,2.4378946792778597
260,0.2594941507435233,1.1719754739079857,0.018634228338414452,1.188060604392128,1.4452421683342878,2.351645101855535
261,0.27135730694541477,1.1865981938445576,0.04171897726741936,1.1840622114344013,1.4792864498266605,2.265304683945433
262,0.2831653066457499,1.2015630909146164,0.06394748929560781,1.1770469163161212,1.5136669879338136,2.180397721692244
263,0.2948884985822386,1.216872871705731,0.0851919954549789,1.1671216543046696,1.5482540446666548,2.068503510181959
264,0.3064984482224145,1.2325289773070194,0.10535465791021975,1.1544221018622318,1.5829244147083135,1.964028980866201
265,0.31796809969829076,1.2485318480103325,0.12446931828791703,1.1390851928501564,1.6176008805118087,1.858903094673246
266,0.32927176138418135,1.2648813010521673,0.1425111451934429,1.1212480092116752,1.652236106228248,1.7494622864319194
267,0.34038511478391015,1.281576834327753,0.15953891909379153,1.1010461344578737,1.686813228171662,1.656092493637799
268,0.35128517466904446,1.2986176208463283,0.17554277966983975,1.07861223081181,1.7212842502426482,1.5446796215718421
269,0.3619503894696507,1.316002114794151,0.19048869597333593,1.0541009961059993,1.755553492961402,1.444503639127381
270,0.3723607608549633,1.3337277818206268,0.20448607090770557,1.027665184791548,1.7895182493335244,1.3549713477465355
271,0.3824977657824912,1.3517910733747467,0.21765168316863095,0.9994469010930641,1.8230781502123456,1.2781511044385507
272,0.3923442501190719,1.3701874769472633,0.22995552066614658,0.9695809951890256,1.856141328493001,1.1826163950645743
273,0.40188444859866557,1.38891167720125,0.24143726921859696,0.9382087844514886,1.8886386932715542,1.113733315425495
274,0.4111038892401038,1.4079578605048422,0.2521831690860781,0.9054465129456861,1.9205392967282489,1.0354466580707216
275,0.41998924142030186,1.4273199933485758,0.26214785436059107,0.8714090304200652,1.9518307487087923,0.9574903968318444
276,0.4285282648174806,1.4469921883887549,0.2713453250997068,0.836198172255302,1.9825542890802432,0.882003750991313
277,0.4367097040036882,1.4669690532907607,0.27971876730262984,0.799910591952683,2.0127680546005413,0.7926846895932945
278,0.4445232743748207,1.4872459355577354,0.28721461503612833,0.7626437020560037,2.042561845519816,0.7064848571063944
279,0.45195964946248707,1.5078192223199107,0.29361852201969774,0.7244951313588401,2.072054796238358,0.5742965396074835
280,0.45901065160271265,1.528686575280403,0.2986955599194729,0.6855974689715101,2.101382886481954,0.4411110403475304
281,0.46566951857714045,1.5498469968476416,0.3023848303407941,0.6460975927504087,2.130677143108971,0.2967430439167564
282,0.47193102564426764,1.5713007852071703,0.3045165341917804,0.6061585250118334,2.1600663416085797,0.12959772628051416
283,0.4777917478127707,1.5930494263830972,0.30488540577446094,0.5659780581445426,2.189659423823326,-0.05582340974438555
284,0.4832504257491557,1.6150953595527842,0.3032853422015961,0.5257916588343795,2.219537924543,-0.2641893048285636
285,0.48830834682321633,1.6374417107826729,0.2995655832903942,0.48587211048488266,2.249757064239803,-0.47976247741180894
286,0.4929696686055424,1.6600919951152902,0.29359440062852366,0.4465203129660461,2.2803389550826565,-0.714474054962299
287,0.49724174230536083,1.683049672548814,0.2852928369052554,0.4080729298101127,2.3112497134838588,-0.9458386896913501
288,0.5011353407713833,1.7063176487349885,0.2747985436448778,0.3708728518635601,2.3424105730113736,-1.1530199623841615
289,0.5046646091391184,1.7298977702048621,0.2621195364176865,0.33525422644827996,2.373688968360834,-1.3827814830541025
290,0.5078470700161241,1.753790449128559,0.24721816783236772,0.3015591837137499,2.404930477406056,-1.5974922340096207
291,0.5107035529797217,1.7779945584672991,0.23033708885209966,0.27010077961504103,2.4359798774450128,-1.778723562043988
292,0.5132578093039839,1.8025071607245355,0.21180399967750546,0.24114818149768835,2.46662998491971,-1.9278942728748456
293,0.5155359739181677,1.8273232663885492,0.191914144671048,0.2149095556254288,2.496678111565453,-2.050076728416635
294,0.5175659140500796,1.8524361854077018,0.17106754664301166,0.19152114928951905,2.5259869440983023,-2.1192428771906195
295,0.5193765266574706,1.8778377489179339,0.14966454197442408,0.17105266551409667,2.5543987666790167,-2.161358056526885
296,0.5209970885772984,1.9035184211612617,0.12811297677938652,0.1535105083266833,2.5817986944955025,-2.1489549824806313
297,0.5224566027712578,1.929467654890859,0.10683150727616422,0.13883357391568668,2.6081001157266392,-2.107338918163818
298,0.5237831229603754,1.9556748853847084,0.08630141388874404,0.12689265561253735,2.633386856650093,-1.9986797593202008
299,0.5250031256126406,1.9821304222056988,0.06697696156059918,0.11750230063253544,2.657750769064049,-1.8662107063087665
300,0.5261410447655442,2.0088260201578327,0.04912636280501834,0.11044371662297715,2.681389841060764,-1.7039090448073906
301,0.5272190164339173,2.035755896425537,0.03306940845044382,0.10547525945808917,2.7045987301752503,-1.5074818261075043
302,0.5282566773663386,2.0629170169312787,0.019009692486965487,0.1023407790811354,2.727632735190633,-1.3044613665881557
303,0.5292710882873046,2.0903090333346768,0.007039740371865481,0.10078328016398097,2.7507736700232392,-1.0895290564318376
304,0.5302767378752903,2.1179343693842028,-0.0027621585660197265,0.10054532266018858,2.7742939431045968,-0.8708507311451982
305,0.5312855379367275,2.1457979541442045,-0.010338367352969202,0.10136902737487194,2.7984219804519626,-0.6443910262446922
306,0.5323067804170263,2.173906206461839,-0.015596655880801627,0.10298718058646258,2.823227073468598,-0.4072666793217901
307,0.533346982151604,2.202264580208678,-0.018452441968357703,0.10511186215003447,2.8484466693882844,-0.16389053818942423
308,0.5344096711958131,2.2308740419438466,-0.018876983180474444,0.10743465679385862,2.873445513996864,0.07898229576607659
309,0.5354952593842272,2.259728779813294,-0.016824054169107636,0.10964118411263385,2.8975028113470214,0.33160350650728315
310,0.5366009886714876,2.2888144841285025,-0.012180483964875057,0.11141161866766129,2.9196394136490493,0.5971105343392303
311,0.5377210082476173,2.3181109690686443,-0.005041098094129783,0.11245174636184169,2.939658801079009,0.8307666398098204
312,0.5388467034392636,2.3475930637791107,0.004629990950070792,0.11250160449946532,2.9567602045001147,1.1034511690302886
313,0.5399669623242878,2.377229352472303,0.01685802441388996,0.11132225196297918,2.970495112470001,1.3421555237335383
314,0.5410684612137805,2.4069875757733854,0.03162722943791487,0.10870983867049384,2.98114309312835,1.6116854810714356
315,0.5421358481364937,2.4368381210519763,0.04895515311530341,0.10446167693626927,2.988953669195968,1.8538992544062602
316,0.5431518635638902,2.4667533393440526,0.06880243045180168,0.09839998116525644,2.9940699079487008,2.115556212893379
317,0.5440973851737332,2.496708445814087,0.09120085586978087,0.0903274817468346,2.9969212193672563,2.364128870702447
318,0.5449512545061647,2.5266847023638612,0.11419973659017382,0.08006509830776277,2.99829076934828,2.235647273376128
319,0.5456905131514187,2.5566786239898054,0.13749291792497684,0.06739742614577185,3.000444352693006,2.422988993584459
320,0.5462874093444967,2.586717458766016,0.1631279946479841,0.051533582763590415,3.0072547813420734,2.7040263510169793
321,0.5467051402676015,2.61686012056852,0.19157446929006391,0.03148147152441477,3.021182459437058,2.9852685773989673
322,0.5468964984582462,2.647185017474161,0.22283544976258596,0.006161914323234659,3.0436649415251296,3.2669275171054264
323,0.5468023201998231,2.6777848870789978,0.2569133925139573,-0.02573911515386417,3.0761277193825083,3.5486610331688127
324,0.5463620137018512,2.7087192294758604,0.29379950853904224,-0.06313664565498975,3.1105107705072457,3.8285621718481666
325,0.5455227686855876,2.739990026785493,0.3334831176166541,-0.10557849605899836,3.1433678956890394,4.108159643674176
326,0.5442326344855098,2.7715804073889263,0.3759634992183492,-0.15336238970574384,3.174369816572367,4.38791667666482
327,0.5424367950353138,2.803470026733495,0.42123412014193595,-0.20676282759842834,3.2031510379351813,4.6662075080525085
328,0.5400778417989553,2.835634664906475,0.4692902441676316,-0.26602298260217627,3.2293018503351067,4.9450172970866
329,0.537096103413527,2.8680457914594677,0.5201353181407682,-0.3313514855839971,3.25236973548538,5.223997497540677
330,0.53343001518464,2.9006701400942494,0.5737744999274781,-0.4029173924995321,3.271860073268903,5.503838859801277
331,0.5290165529009561,2.933469275679942,0.6302060607299328,-0.4808423046177701,3.287234001761037,5.78247330068968
332,0.5237917414950635,2.9663991752290952,0.6894192054366522,-0.5651934897197449,3.297913310217536,6.060155640654184
333,0.5176912330927554,2.999409846258088,0.7514245909763326,-0.6559774464906262,3.3032825529980703,6.340921467281909
334,0.51065094235628,3.0324449549033594,0.8162426972521497,-0.7531340443676762,3.302689419150758,6.622699787881458
335,0.5026077509607179,3.0654414856718653,0.8838787480484971,-0.8565284566167847,3.295451017823824,6.90451037138795
336,0.4936532023379817,3.0982099000714753,0.9543329763637102,-0.9350852916411961,3.2573092760911093,7.186335291654626
337,0.48424449927899016,3.1303314175838413,1.0276054863060708,-0.9467486459222835,3.166851770991925,7.468166696817502
338,0.474715925458235,3.1615442546133647,1.1036963228851777,-0.9590524471778635,3.0755595773194315,7.750000619003857
339,0.46506244396700125,3.1918390687685925,1.182605455014302,-0.9717198203885482,2.9832366340579157,8.031825806820919
340,0.45528086696594866,3.221205277788437,1.2624358392024542,-0.9846580776340395,2.889833009315731,7.934251030809479
341,0.4453681810949583,3.2496322705406135,1.3403697876624672,-0.9979266595256665,2.795393182640855,7.652538661192984
342,0.43532153165502196,3.277109723447261,1.4154862986576597,-1.0114362370132401,2.6999282538265836,7.370763537845495
343,0.42513893111905665,3.30362749499967,1.4877862917204965,-1.02510356619472,2.60346135285198,7.0892350747218105
344,0.41481919048868177,3.3291757091925875,1.557270196415289,-1.0388522291286264,2.5060222551732902,6.807545864236669
345,0.40436184279192305,3.3537448169930997,1.623944491024507,-1.0526142584801812,2.4076463643781176,6.527313057606934
346,0.39376706384597315,3.377325638845512,1.6884274444085812,-1.0663289014924981,2.308370601775455,6.3692776192078
347,0.3830356110913852,3.3999093026885516,1.7534610320644592,-1.0799393501899353,2.2082146357073134,6.637439911967735
348,0.3721688291105563,3.421486945003899,1.8204668600206646,-1.0933840818890652,2.107163671616623,6.7637256792733185
349,0.3611686940541131,3.442049579876267,1.8877785724118392,-1.1065997529046967,2.005215029148291,6.698616798961603
350,0.35003779346878,3.4615883204459585,1.9548838045559958,-1.1195274964372606,1.902388487818496,6.722429629869668
351,0.3387792991707406,3.4800944918325993,2.02206193864941,-1.132108843217409,1.7987049134873938,6.713197188813095
352,0.32739696033035,3.497559645845248,2.089256381329399,-1.1442870721314262,1.6941894941932578,6.725691347184553
353,0.31589508709009567,3.5139756011141334,2.1566110378355763,-1.1560065243983835,1.5888699902165855,6.745239954050885
354,0.30427854038392554,3.5293344677321503,2.224078206121193,-1.1672129360107062,1.4827773131049344,6.748193703072258
355,0.29255271069632377,3.543628688175171,2.291644519711797,-1.177854680050392,1.3759469296976041,6.765069015048471
356,0.2807234946670144,3.556851075449627,2.3592805278184925,-1.187882222753104,1.2684174793103191,6.7621326062904785
357,0.2687972673832596,3.5689948502114266,2.4269560506609262,-1.1972494661062016,1.1602318098796223,6.772971962196161
358,0.2567808531451443,3.5800536749632257,2.4947947506343597,-1.2059124306900195,1.0514351864696674,6.794768032490506
359,0.24468150555791915,3.590021676047593,2.562740213442829,-1.2138295680255364,0.9420753678923067,6.794324529203243
360,0.23250687224205294,3.5988934763836413,2.6307852378993566,-1.2209635847247777,0.8322037882558659,6.8146803621022265
361,0.22026496000360785,3.6066642240556472,2.6988987181999753,-1.2272800172061968,0.7218740345916796,6.80801569802148
362,0.20796409525524712,3.6133296185913326,2.767035238198215,-1.2327494792446003,0.6111427565931101,6.819288301626351
363,0.19561288255325468,3.6188859344467024,2.8353147715536524,-1.2373453989093037,0.50006811006132,6.836618369461073
364,0.18322017724426967,3.623330035343616,2.9037008195505534,-1.241044538340217,0.3887099046471707,6.840591229919083
365,0.17079504201449416,3.626659392961023,2.972138561279491,-1.2438287382330722,0.27712985928895645,6.846957115868452
366,0.15834669908713503,3.628872102681159,3.040658997278022,-1.24568407701983,0.16539089550466474,6.857130083837761
367,0.14588448960331435,3.6299668940404373,3.1092000696082125,-1.2466009170358254,0.05355690168162836,6.851084382200245
368,0.13341782285834455,3.6299431388822567,3.1777223779327155,-1.2465752232969893,-0.05830763974222709,6.853377282700325
369,0.12095612822488924,3.6288008549016295,3.2463379753426693,-1.2456066707572944,-0.1701380783553329,6.869742199290384
370,0.10850882266166213,3.626540706721139,3.3149991333671975,-1.243698435533036,-0.2818697194640226,6.862489405615156
371,0.09608526175879994,3.623164003923122,3.383671896520186,-1.2408595784026653,-0.39343834506594944,6.8720632249824
372,0.08369469074546355,3.618672695294995,3.4523214095529897,-1.2371031020796688,-0.5047803978566299,6.8578393815782155
373,0.0713461962306703,3.6130693582073867,3.5209018698445784,-1.2324477308505108,-0.6158338042228124,6.8582526767393714
374,0.059048659386218,3.6063571844736644,3.589519170941173,-1.2269154863404768,-0.726537669274282,6.865207542579344
375,0.04681072471902829,3.5985399685804094,3.6581271539961517,-1.220531992026964,-0.8368325109480864,6.856389068416479
376,0.03464075539079269,3.5896220881043757,3.7266990767276966,-1.2133278195318116,-0.9466612437404658,6.857995477892506
377,0.022546790468148087,3.579608480796726,3.7951889897244917,-1.2053372180843414,-1.0559689988260177,6.839987121466485
378,0.010536503065216234,3.568504616700541,3.8635630197119646,-1.1965990572193084,-1.1647042356480675,6.834818876027964
379,-0.0013828368716844806,3.556316468756381,3.931926609816279,-1.1871548282240354,-1.2728177377839807,6.83789914483503
380,-0.013204386730220171,3.543050490580605,4.000242917036019,-1.1770487311362539,-1.380262820325377,6.825362299112931
381,-0.024921764985550626,3.5287135829220313,4.0684559923149015,-1.1663287532797946,-1.4869968284263841,6.817252756663804
382,-0.0365290839231091,3.513313055586451,4.136606650709156,-1.155045481235746,-1.5929804684953732,6.812878922187257
383,-0.048020973097646205,3.496856594521899,4.204633051745503,-1.1432518763826294,-1.6981780219015639,6.7924012850823035
384,-0.05939260585492928,3.4793522188422696,4.27250727133245,-1.131003621536806,-1.802558546830546,6.782442632306863
385,-0.07063972008991896,3.4608082397785624,4.340343455963781,-1.118357764287738,-1.9060942804446284,6.7847942939596235
386,-0.08175862991841323,3.4412332320386794,4.4081005383276874,-1.1053726296306867,-2.0087606174830155,6.766622178821513
387,-0.09274624209447208,3.4206359905375567,4.4757849003726475,-1.0921083185926113,-2.1105380401936755,6.770250230170594
388,-0.10360006864957803,3.399025488635772,4.5433030435394635,-1.0786257884009274,-2.2114106097842363,6.733378403192792
389,-0.1143182375354482,3.37641082597828,4.610664311503579,-1.0649871259077492,-2.311368790494919,6.738875189630785
390,-0.12489949687894904,3.352801188218049,4.6780433883381,-1.0512542336688515,-2.4104045316207907,6.7369401772730635
391,-0.1353432164118041,3.3282058235504612,4.745321780723419,-1.0374895652706895,-2.508514046125568,6.718738299790551
392,-0.14564938971831357,3.3026339896003516,4.812538884784143,-1.0237553496901475,-2.605698869962932,6.72468251235409
393,-0.15581863093977552,3.2760949141656015,4.87964574572449,-1.010113420945722,-2.7019636275065375,6.696689675715603
394,-0.16585217049546364,3.248597748486825,4.946641107835888,-0.9966251402364669,-2.7973188883307887,6.702382746564054
395,-0.1757518471415249,3.220151526181206,5.01357291649203,-0.9833508120817863,-2.891777482354413,6.683978984663985
396,-0.1855200972256015,3.1907651299744364,5.080550185272674,-0.9703496756896454,-2.98535661850914,6.711474771464709
397,-0.19515994519701738,3.1604472579393925,5.146970140467881,-0.9576794630957484,-3.078077516268382,6.572516267576531
398,-0.2046749548840649,3.1292063137757706,5.211867142997826,-0.9453895226454502,-3.16997837337212,6.406884238412591
399,-0.2140691560512901,3.0970502932746986,5.277338508365651,-0.9335269161996582,-3.2610962812123323,6.687388835152531
400,-0.2233471356360177,3.063986979790213,5.345614100889541,-0.9221573142076578,-3.3514370361664225,6.967729669625289
401,-0.23251419445429702,3.03002412941087,5.4166968762144085,-0.9113555492780845,-3.441005068493063,7.248825395348333
402,-0.24157640111530265,2.995169412060319,5.490592889307392,-0.901200242174036,-3.5298133281914885,7.530377223248116
403,-0.2505403122987225,2.9594306066452516,5.564858525516652,-0.8917068024744292,-3.6178302293227986,7.322750018603724
404,-0.25921553539078157,2.9230523639511596,5.636677075719591,-0.8440402391682674,-3.6572476372042724,7.0409600219844855
405,-0.26727877601806066,2.8865140521285944,5.705677516389485,-0.769824456058066,-3.6495610583082865,6.759128111994028
406,-0.27461421287601945,2.8501128320098825,5.771859608087651,-0.6985619180417261,-3.6298967353507434,6.4772902276398305
407,-0.28127592609193136,2.813930669942514,5.835223324962749,-0.6350705351928331,-3.6058650037253495,6.195453147379963
408,-0.2873412397229343,2.778007854570093,5.8957686734273755,-0.5792619550091499,-3.578134758721487,5.913616545545509
409,-0.29288628305052006,2.7423782367557745,5.953495654088522,-0.5309870053021939,-3.547324200627634,5.631779586683835
410,-0.2979854250549811,2.707069747095809,6.00840426614774,-0.4900441508379977,-3.5139989136447896,5.349942825159983
411,-0.30271079011199037,2.6721049292367463,6.060494510379545,-0.4561872709017547,-3.478670600511655,5.068106021200877
412,-0.3071318490261805,2.6375014805817902,6.109766387966195,-0.4291329376134272,-3.441796847715792,4.786269496128742
413,-0.31131507990503837,2.6032727909502134,6.156219903202688,-0.4085670985753854,-3.4037817479401857,4.50443355116955
414,-0.3153236929203143,2.5694284688948654,6.1998550959616585,-0.3941511651220311,-3.364977725921668,4.222605000624968
415,-0.3192174115632106,2.5359748543974026,6.240672026243612,-0.385527232475217,-3.3256864170568123,3.940781055765671
416,-0.32305230377990307,2.50291552094087,6.278670681311642,-0.3823228337002965,-3.286159898066568,3.6589499578401288
417,-0.3268806580786136,2.4702517378525517,6.313851062255117,-0.38415515499045266,-3.2466073876200636,3.377126230854621
418,-0.33075089647009315,2.4379828978258327,6.3462132747669315,-0.3906342377153639,-3.207195494899548,3.0953162715083575
419,-0.33470751908782853,2.4061069435683047,6.375757361082654,-0.4013661085863197,-3.168048137774357,2.8135009916361184
420,-0.3387910742809915,2.3746207435752233,6.402483315495199,-0.41595470207600294,-3.1292567866818586,2.5316898908730368
421,-0.3430381483810374,2.343520427146162,6.42639123174649,-0.4340039489658084,-3.090878368712384,2.2498933593852373
422,-0.34748136413759484,2.312801650378121,6.447481454302186,-0.45511735356073385,-3.0529511549408843,1.9681511517539296
423,-0.35214941126452576,2.282459964736108,6.4657544516785475,-0.47890502866047846,-3.0154583804419905,1.686448323518566
424,-0.3570670737859156,2.2524910722404488,6.481210500733651,-0.504975685260054,-2.9783872444866484,1.4047614875024181
425,-0.3622551800763875,2.222890605538526,6.493901481149723,-0.5329305380855869,-2.9417651993653426,1.133434595712166
426,-0.3677287110515808,2.193645039621593,6.504234998782624,-0.5620038026534462,-2.907398040403543,0.9332689308679953
427,-0.37349405097676813,2.164718293821166,6.512703831559253,-0.5912441556599523,-2.8779923813097508,0.7604976244576321
428,-0.3795521886447095,2.1360649290291596,6.519190598535919,-0.6205167701126706,-2.8527122146079362,0.536855770875531
429,-0.3859028129941049,2.1076478800282503,6.523514566406419,-0.6496946480743964,-2.830718606921019,0.32793780322455934
430,-0.39254429365644405,2.079437612555088,6.52580350275089,-0.6786462997066834,-2.811345929501263,0.12984946566953276
431,-0.3994737915779811,2.0514108933105915,6.52618733524463,-0.7072606700448553,-2.7939997494685738,-0.05308296692159926
432,-0.40668745523919575,2.0235501904736153,6.524777323334728,-0.7354452796777387,-2.778134196057041,-0.2289194150585437
433,-0.414180566203797,1.9958432703953444,6.5216457865239725,-0.7631179357631557,-2.76323537991645,-0.3973879470925698
434,-0.42194760542637416,1.968282851023388,6.516955665884251,-0.7902019616526735,-2.7488273274416404,-0.5406361808521911
435,-0.4299823572654389,1.9408662690347718,6.510853167545326,-0.8166340184579706,-2.734462191976458,-0.6798634869327438
436,-0.43827799274762463,1.9135953067274767,6.503393421677555,-0.8423527537808893,-2.7196982997658394,-0.8120856866214612
437,-0.44682700195195535,1.8864758443097203,6.49477677609279,-0.8672858865512468,-2.70415838247395,-0.9112434303316247
438,-0.45562119616464725,1.8595173718348517,6.485076480793475,-0.8913674179224831,-2.687497186715726,-1.0288156295317559
439,-0.4646516275663889,1.8327326740751408,6.474373815702164,-0.9145115928989966,-2.6694010868163214,-1.1117173887302276
440,-0.4739084714771252,1.8061373135109082,6.462861651477843,-0.9366310263771964,-2.649628591466784,-1.1907154561340738
441,-0.483381001656003,1.7797490775620899,6.450512157444708,-0.9576285255841984,-2.6279753873738416,-1.2791833504931236
442,-0.4930574051567541,1.753587536258347,6.437438163893115,-0.9773868023906218,-2.6042898249799347,-1.3356153598254068
